avg_duration,processors,speedup
48074.8650000095,1,1
6146.35666656494,10,7.82168487903215
3164.13833343825,20,15.1936672590954
1645.87433322271,40,29.2093169141756
884.616000096003,80,54.3454617537916
519.421333392461,160,92.554660175433
